lexical_weight,support_threshold,entailment_threshold,contradiction_threshold,macro_draft_token_f1,macro_final_token_f1,macro_revision_rate,macro_abstention_rate,macro_evidence_support_rate,contradiction_rejection_rate
0.35,0.4,0.75,0.5,0.18472074313963927,0.17588048830969125,0.7023809523809524,0.04894179894179893,0.7505350791356861,1.0
0.35,0.45,0.75,0.5,0.18472074313963927,0.17599786638131568,0.7023809523809524,0.04894179894179893,0.7490694592176852,1.0
0.35,0.5,0.75,0.5,0.18472074313963927,0.1783798132705381,0.705026455026455,0.06216931216931217,0.7379977157054655,1.0
0.35,0.55,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7364859999080354,1.0
0.35,0.6,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.35,0.65,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.35,0.7,0.75,0.5,0.18472074313963927,0.1782486515653023,0.7076719576719577,0.06216931216931217,0.7360535619755973,1.0
0.5,0.35,0.75,0.5,0.18472074313963927,0.17599786638131568,0.7023809523809524,0.04894179894179893,0.749400147048373,1.0
0.5,0.4,0.75,0.5,0.18472074313963927,0.17797656465037456,0.7076719576719577,0.06216931216931217,0.7376607290589551,1.0
0.5,0.45,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7364859999080354,1.0
0.5,0.5,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7364859999080354,1.0
0.5,0.55,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.5,0.6,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.5,0.65,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.5,0.7,0.75,0.5,0.18472074313963927,0.1782486515653023,0.7076719576719577,0.06216931216931217,0.7360535619755973,1.0
0.7,0.35,0.75,0.5,0.18472074313963927,0.17818598683778583,0.7076719576719577,0.06216931216931217,0.7379892365303196,1.0
0.7,0.4,0.75,0.5,0.18472074313963927,0.17818060354751883,0.7076719576719577,0.06216931216931217,0.7376985219538907,1.0
0.7,0.45,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7368166877387233,1.0
0.7,0.5,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.7,0.55,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.7,0.6,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.7,0.65,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
0.7,0.7,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
1.0,0.35,0.75,0.5,0.18472074313963927,0.17811209163917407,0.7076719576719577,0.06216931216931217,0.7381409807296828,1.0
1.0,0.4,0.75,0.5,0.18472074313963927,0.17811209163917407,0.7076719576719577,0.06216931216931217,0.7381409807296828,1.0
1.0,0.45,0.75,0.5,0.18472074313963927,0.17818598683778583,0.7076719576719577,0.06216931216931217,0.7374695842249531,1.0
1.0,0.5,0.75,0.5,0.18472074313963927,0.17818598683778583,0.7076719576719577,0.06216931216931217,0.7374695842249531,1.0
1.0,0.55,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7364859999080354,1.0
1.0,0.6,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7364859999080354,1.0
1.0,0.65,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
1.0,0.7,0.75,0.5,0.18472074313963927,0.17818741307813787,0.7076719576719577,0.06216931216931217,0.7361553120773475,1.0
